
Gene.name,Chromosome,Start,end
MIR2052HG,8,74599775,74823313
RP11-730G20.1,8,74609698,74633320
RP11-758M4.4,8,74798784,74866939
PI15,8,74824537,74855029
RP11-3N13.2,8,74891151,74896302
CRISPLD1,8,74984515,75034558
RP11-300E4.2,8,75026428,75029460
RP11-697M17.2,8,75167704,75176656
CASC9,8,75223404,75324741
HNF4G,8,75407914,75566843
RP11-706J10.2,8,76403998,76405091
LINC01109,8,76404058,76407138
LINC01111,8,76406654,76524356
ZFHX4-AS1,8,76491200,76683278
ZFHX4,8,76681219,76867285
RP11-48D4.2,8,76904591,76913399
PEX2,8,76980258,77001044
RP11-38H17.1,8,77399072,77537290
RP11-91P17.1,8,78148101,78153913
PKIA-AS1,8,78426103,78558503
PKIA,8,78516139,78605267
ZC2HC1A,8,78666047,78719765
IL7,8,78675743,78805523
RP11-79H23.3,8,78837529,78840522
RP11-1114I9.1,8,79297717,79314471
STMN2,8,79610814,79666175
HEY1,8,79764010,79767863
LINC01607,8,79768142,79802842
RP11-26J3.1,8,79769372,79871759
MRPS28,8,79918717,80030289
RP11-26J3.4,8,79918860,80080775
RP11-92K15.3,8,80032724,80033300
TPD52,8,80034745,80231232
RP11-92K15.1,8,80122852,80127670
RP11-941H19.3,8,80266154,80339840
RP11-48B3.5,8,80484561,80485619
ZBTB10,8,80485619,80526265
RP11-48B3.3,8,80535006,80539135
RP11-48B3.4,8,80541300,80543104
ZNF704,8,80628451,80874781
PAG1,8,80967810,81112068
RP11-172E10.1,8,81036964,81040831
RP11-1149M10.1,8,81058523,81067744
RP11-1149M10.2,8,81154279,81164599
RP11-363E6.4,8,81275399,81277570
RP11-363E6.3,8,81279871,81281446
FABP5,8,81280363,81284777
RP11-157I4.4,8,81439436,81521818
PMP2,8,81440326,81447523
FABP9,8,81458341,81461579
FABP4,8,81478419,81483263
RP11-257P3.3,8,81521618,81533275
FABP12,8,81524981,81531378
IMPA1,8,81657961,81686693
SLC10A5,8,81693607,81696174
ZFAND1,8,81701334,81732903
CHMP4C,8,81732434,81759515
RP13-923O23.6,8,81791823,81815714
SNX16,8,81799581,81842866
RP11-354A14.1,8,81885377,81923193
RP11-99H20.1,8,82098451,82160577
RP11-653B10.1,8,82514568,82677153
RP11-731N10.1,8,82862779,82958696
CTD-2272D18.1,8,82912104,82961926
LINC01419,8,83403758,83408900
RP11-120I21.2,8,83912713,84140283
RALYL,8,84182787,84921844
LRRCC1,8,85107147,85146076
RP11-219B4.7,8,85172077,85177062
E2F5,8,85177225,85217158
RP11-219B4.3,8,85177522,85178150
C8orf59,8,85214076,85220421
CA13,8,85220587,85284073
RP11-219B4.5,8,85222446,85245717
RP11-219B4.6,8,85246295,85249848
CA1,8,85327608,85379014
CA3,8,85373436,85449040
CA3-AS1,8,85441851,85464915
CA2,8,85463852,85481493
RP11-317J10.4,8,85523899,85540511
CTA-392E5.1,8,85839705,85951083
ATP6V0D2,8,85987323,86154228
PSKH2,8,86048373,86088621
CTD-3118D11.2,8,86098965,86154225
CTD-3118D11.3,8,86180418,86212236
SLC7A13,8,86214052,86321146
WWP1,8,86342738,86478420
RMDN1,8,86468257,86514357
CPNE3,8,86484830,86561498
CNGB3,8,86553977,86743675
RP11-386D6.1,8,86707547,86765023
RP11-386D6.2,8,86765935,86818558
CNBD1,8,86866442,87615219
AF121898.3,8,87540835,87755718
DCAF4L2,8,87870743,87874068
CTB-118P15.2,8,87974165,88019113
MMP16,8,88032009,88328025
RP11-586K2.1,8,88326836,88737134
RP11-642C5.1,8,88808318,88808908
RP11-37B2.1,8,89609409,89757727
RIPK2,8,89757747,89791063
OSGIN2,8,89901859,89927888
NBN,8,89933336,90003228
DECR1,8,90001405,90052092
CALB1,8,90058608,90095475
LINC00534,8,90221488,90569318
AB015752.3,8,90534611,90620070
LINC01030,8,90592804,90606065
TMEM64,8,90621995,90791632
RP11-68L18.1,8,90646441,90656598
NECAB1,8,90791550,90959408
RP11-662G23.1,8,90806474,90859240
C8orf88,8,90958637,90985257
TMEM55A,8,90993796,91041064
GS1-251I9.3,8,91016588,91018655
OTUD6B-AS1,8,91059909,91070189
OTUD6B,8,91070196,91087095
LRRC69,8,91101832,91219236
SLC26A7,8,91209494,91398152
RP11-122C21.1,8,91542924,91907619
RUNX1T1,8,91954967,92103286
GS1-5L10.1,8,91975908,91977418
RP11-700E23.2,8,92403545,92413645
RP11-700E23.1,8,92420850,92421798
RP11-587H10.1,8,92500583,92509816
RP11-587H10.2,8,92565443,92655494
RP11-100L22.1,8,92668836,92679594
RP11-100L22.4,8,92723024,92725111
RP11-100L22.3,8,92765702,92776451
CTD-3239E11.2,8,92882984,92965645
TRIQK,8,92883530,93017673
C8orf87,8,93134095,93166850
LINC00535,8,93213302,93700433
RP11-388K12.1,8,93215925,93234878
RP11-388K12.2,8,93259667,93297976
FAM92A1,8,93698561,93731527
CTD-2006H14.2,8,93715378,93716113
RP11-10N23.2,8,93719574,93721167
RBM12B,8,93729356,93741017
RP11-10N23.4,8,93733216,93734022
RP11-10N23.5,8,93741193,93744534
TMEM67,8,93754844,93819234
RP3-388N13.3,8,93834454,93846743
PDP1,8,93857807,93926066
RP3-388N13.5,8,93915734,93916682
KB-1184D12.1,8,94097764,94104322
CDH17,8,94127171,94217303
GEM,8,94249253,94262350
RAD54B,8,94371960,94475109
FSBP,8,94378377,94436952
KIAA1429,8,94487693,94553529
RP11-267M23.3,8,94533628,94534391
RP11-267M23.4,8,94553722,94569745
RP11-22C11.2,8,94637285,94639467
ESRP1,8,94641074,94707466
DPY19L4,8,94719703,94793836
KB-1608C10.2,8,94791643,94793106
INTS8,8,94813311,94881746
CCNE2,8,94879770,94896678
RP11-347C18.5,8,94884609,94885070
NDUFAF6,8,94895767,95116455
TP53INP1,8,94925972,94949411
RP11-320N21.1,8,95066808,95073182
RP11-320N21.2,8,95071732,95087924
PLEKHF2,8,95133804,95156684
C8orf37-AS1,8,95204456,95810136
LINC01298,8,95207007,95216374
C8orf37,8,95244919,95269201
RP11-90D11.1,8,95505406,95527524
RP11-31K23.2,8,95986108,95993103
KB-1043D8.8,8,96140572,96140944
GDF6,8,96142330,96160792
UQCRB,8,96225920,96235634
KB-1043D8.6,8,96235427,96238034
MTERF3,8,96239398,96261610
PTDSS1,8,96261715,96336995
KB-1448A5.1,8,96371865,96387438
SDC2,8,96493351,96611780
CPQ,8,96645227,97149654
KB-1958F4.2,8,97132835,97133379
KB-1000E4.2,8,97241742,97242204
TSPYL5,8,97273474,97277964
MTDH,8,97644179,97728770
LAPTM4B,8,97775057,97853013
MATN2,8,97868840,98036716
RPL30,8,98024851,98046469
KB-1208A12.3,8,98041726,98044121
ERICH5,8,98064311,98093610
HRSP12,8,98102344,98117241
POP1,8,98117297,98159834
NIPAL2,8,98189833,98294393
KB-1458E12.1,8,98371355,98388247
STK3,8,98401403,98942827
KCNS2,8,98427022,98432848
KB-1517D11.4,8,98436669,98439290
KB-1205A7.2,8,98603253,98606340
RP11-44N12.5,8,98943595,98944098
OSR2,8,98944403,98952104
RP11-44N12.2,8,98961428,98968284
RP11-410L14.2,8,98996763,99013044
VPS13B,8,99013266,99877580
CTD-2340D6.2,8,99091738,99094060
RP11-402L5.1,8,99796615,99799187
COX6C,8,99873200,99894062
RGS22,8,99960936,100131268
FBXO43,8,100133360,100145800
POLR2K,8,100150584,100154002
SPAG1,8,100157906,100259278
RNF19A,8,100257059,100410015
KB-1991G8.1,8,100337595,100350707
KB-173C10.2,8,100381260,100414459
KB-173C10.1,8,100428834,100430997
KB-1615E4.2,8,100475675,100501148
KB-1615E4.3,8,100492528,100493713
ANKRD46,8,100509752,100559784
SNX31,8,100572882,100663415
KB-1083B1.1,8,100618581,100619993
PABPC1,8,100685816,100722809
YWHAZ,8,100916525,100953388
FLJ42969,8,101052054,101076251
KB-1460A1.1,8,101122145,101126158
KB-1460A1.3,8,101139665,101140929
KB-1460A1.5,8,101166805,101169629
ZNF706,8,101177878,101206193
KB-1410C5.5,8,101208148,101208558
KB-1410C5.2,8,101261541,101262903
KB-1410C5.3,8,101287445,101293783
KB-1930G5.3,8,101387299,101393186
KB-1930G5.4,8,101411873,101452452
KB-1562D12.1,8,101461177,101492499
GRHL2,8,101492432,101669726
NCALD,8,101686543,102124907
KB-1107E3.1,8,101686547,101689093
RRM2B,8,102204502,102239118
UBR5-AS1,8,102239394,102253333
UBR5,8,102253012,102412841
KB-431C1.5,8,102256392,102257821
KB-1980E6.3,8,102528740,102538668
ODF1,8,102551572,102561017
KLF10,8,102648779,102655902
KB-1732A1.1,8,102805517,102809971
AZIN1,8,102826357,102893864
KB-1254G8.1,8,102854455,102856075
AZIN1-AS1,8,102864300,102977876
KB-1507C5.3,8,102891876,102893608
KB-1507C5.4,8,102978785,103000184
KB-1639H6.2,8,103020187,103021428
ATP6V1C1,8,103021063,103073051
LINC01181,8,103121032,103132966
BAALC-AS2,8,103132963,103141475
BAALC,8,103140710,103230305
BAALC-AS1,8,103156990,103298772
RP11-318M2.3,8,103228425,103229314
FZD6,8,103298433,103332866
CTHRC1,8,103371515,103382997
RP11-1C8.6,8,103383078,103383854
SLC25A32,8,103398635,103415189
DCAF13,8,103414714,103443453
RP11-1C8.5,8,103464389,103468985
RP11-1C8.7,8,103481266,103481619
RP11-1C8.4,8,103483398,103501676
RIMS2,8,103500748,104256094
DPYS,8,104330324,104467053
DCSTAMP,8,104339087,104356689
LRP12,8,104489231,104589024
ZFPM2,8,104590733,105804532
RP11-574O7.1,8,105142860,105188606
RP11-642D21.2,8,105662352,105685765
RP11-152P17.3,8,105826570,105834038
RP11-778D12.2,8,106265435,106268741
RP11-395G23.3,8,106270144,106272899
OXR1,8,106270178,106752694
RP11-649G15.2,8,106520474,106657548
ABRA,8,106759483,106770245
ANGPT1,8,107249482,107498055
RSPO2,8,107899316,108083648
EIF3E,8,108201216,108435333
RP11-35G22.1,8,108226200,108227544
EMC2,8,108443601,108486918
RP11-790J24.1,8,108581062,108626767
TMEM74,8,108606850,108787615
RP11-1084E5.1,8,108895029,109063417
TRHR,8,109086621,109119584
NUDCD1,8,109240919,109334385
RP11-122A21.2,8,109298598,109316513
ENY2,8,109334324,109345953
PKHD1L1,8,109362477,109530330
EBAG9,8,109539711,109565996
SYBU,8,109573978,109691791
RP11-422N16.3,8,109644115,109648084
KCNV1,8,109963645,109975847
RP11-696P8.2,8,109973943,109974781
RP11-211F2.1,8,110334743,110349607
RP11-238I10.1,8,110609241,110632394
KB-1299A7.2,8,110766863,110772759
LINC01608,8,110937690,111027433
LINC01609,8,111098961,111236203
RP11-114O8.1,8,111179193,111179872
RP11-1101K5.1,8,111376639,111542973
RP11-58O3.2,8,111742012,111756826
CSMD3,8,112222928,113437099
RP11-67H2.1,8,113600310,113616958
RP11-267L5.1,8,114282067,114295839
TRPS1,8,115408496,115809673
AF178030.2,8,115509602,115511325
LINC00536,8,115950511,116325059
RP11-536K17.1,8,116402543,116403757
EIF3H,8,116642130,116766925
UTP23,8,116766503,116849463
RAD21,8,116845935,116874866
AC087350.1,8,116849884,116851073
RAD21-AS1,8,116874424,116876868
AARD,8,116938199,116944487
SLC30A8,8,116950273,117176714
MED30,8,117520713,117540262
EXT1,8,117794490,118111853
SAMD12,8,118189459,118621995
AC023590.1,8,118282139,118400605
SAMD12-AS1,8,118621001,118858218
TNFRSF11B,8,118923557,118952200
COLEC10,8,118995452,119106582
RP11-278I4.2,8,119062942,119068782
MAL2,8,119165034,119245673
RP11-4K16.2,8,119215111,119246848
NOV,8,119416306,119424353
RP11-775B15.2,8,119419910,119462350
ENPP2,8,119557086,119673453
TAF2,8,119730775,119832863
DSCC1,8,119833976,119856010
KB-1471A8.1,8,119867419,119874488
DEPTOR,8,119873717,120050913
RP11-760H22.2,8,120052180,120056201
COL14A1,8,120059780,120372036
MRPL13,8,120380761,120445402
MTBP,8,120445400,120542133
SNTB1,8,120535745,120813273
RP11-713M15.1,8,120761253,120776832
RP11-713M15.2,8,120812219,120813359
RP11-369K17.1,8,120913065,121119754
HAS2,8,121612116,121641390
HAS2-AS1,8,121639293,121644693
RP11-3G20.1,8,121671773,121684562
RP11-3G20.2,8,121679126,121707631
RP11-785H20.1,8,121884724,121904273
RP11-398G24.2,8,121954640,122127184
RP11-94A24.1,8,122414332,122428551
RP11-96B2.1,8,122485515,122489815
LINC01151,8,122670385,122694106
RP11-973F15.2,8,122700269,122703423
RP11-44N11.2,8,122779971,122780830
RP11-44N11.3,8,122780760,122781071
ZHX2,8,122781394,122974512
RP11-557C18.4,8,122977026,122985629
RP11-557C18.3,8,123002560,123030751
DERL1,8,123013164,123042423
TBC1D31,8,123041968,123152153
FAM83A,8,123178960,123210079
RP11-539E17.5,8,123181638,123182788
FAM83A-AS1,8,123201172,123202743
C8orf76,8,123219957,123241398
ZHX1-C8orf76,8,123226189,123274284
ZHX1,8,123248451,123275541
ATAD2,8,123319850,123416350
WDYHV1,8,123416725,123467230
FBXO32,8,123497889,123541206
RP11-174I12.2,8,123563070,123568762
CTD-2552K11.2,8,123614225,123658570
KLHL38,8,123645527,123652950
ANXA13,8,123680794,123737407
FAM91A1,8,123768456,123815452
FER1L6,8,123851987,124120061
RP11-245A18.1,8,123924759,123925933
FER1L6-AS1,8,123984138,124040782
RP11-959I15.4,8,124036010,124040468
FER1L6-AS2,8,124046073,124171522
RP11-37N22.1,8,124192671,124247398
RP11-383J24.1,8,124271683,124277584
TMEM65,8,124306189,124372692
TRMT12,8,124450820,124462150
RNF139-AS1,8,124462485,124474576
RNF139,8,124474738,124487914
TATDN1,8,124488485,124539458
RP11-158K1.3,8,124488510,124491643
NDUFB9,8,124539103,124568510
MTSS1,8,124550790,124728429
RP11-532M24.1,8,124579631,124580648
RP11-1082L8.4,8,124811618,124815682
RP11-1082L8.3,8,124834884,124857516
LINC00964,8,124848737,124954328
RP11-1082L8.2,8,124936524,124943765
ZNF572,8,124973298,124979389
RP11-6D1.3,8,124996985,124998198
SQLE,8,124998497,125022283
KIAA0196,8,125024260,125091840
KIAA0196-AS1,8,125040684,125044989
NSMCE2,8,125091679,125367120
RP11-550A5.2,8,125348196,125351416
TRIB1,8,125430321,125438405
RP11-136O12.2,8,125466939,125541373
RP11-697B24.1,8,125749055,125750241
LINC00861,8,125922308,125951249
RP11-622O11.4,8,125998994,126001001
RP11-65D17.1,8,126325495,126329535
RP11-103H7.1,8,126474189,126492596
RP11-103H7.2,8,126498149,126500303
RP11-103H7.3,8,126518698,126522351
FAM84B,8,126552442,126558393
RP11-103H7.5,8,126556896,126557433
RP11-89K10.1,8,126557875,126713415
RP11-351C8.1,8,126766876,126790637
PCAT1,8,126847055,127021014
PCAT2,8,127072694,127082221
PRNCR1,8,127079874,127092600
CASC19,8,127185635,127203222
CCAT1,8,127207866,127219088
CASC8,8,127289817,127482139
CASC21,8,127339274,127392631
CCAT2,8,127400399,127402150
POU5F1B,8,127414290,127420069
AC108925.1,8,127630283,127630657
CASC11,8,127686343,127733967
MYC,8,127735434,127741434
PVT1,8,127794533,128101253
AC026248.1,8,128118011,128118385
LINC00976,8,128904773,128966001
LINC00977,8,129216467,129241250
CCDC26,8,129351691,129680239
RP11-26E5.1,8,129415949,129445852
RP11-419K12.1,8,129679135,129683679
GSDMC,8,129748196,129786888
RP11-473O4.5,8,129832301,129844504
FAM49B,8,129839593,130017129
RP11-473O4.4,8,129890465,129901758
RP11-473O4.3,8,129939856,129949394
ASAP1,8,130052104,130443660
KB-1568E2.1,8,130595299,130655712
ADCY8,8,130780301,131042426
RP11-737F9.1,8,130935409,130949665
RP11-381I15.1,8,131130388,131144881
CTD-2501M5.1,8,131308545,131317632
EFR3A,8,131904088,132013642
OC90,8,132024220,132059380
RP11-240B13.2,8,132024238,132085655
HHLA1,8,132061486,132111159
KCNQ3,8,132120859,132480953
HPYR1,8,132560498,132561479
LRRC6,8,132571953,132675617
TMEM71,8,132685007,132760712
PHF20L1,8,132775358,132848807
AF230666.2,8,132838117,132844298
TG,8,132866958,133134903
SLA,8,133036724,133103054
WISP1,8,133191039,133230344
NDRG1,8,133237171,133302022
ST3GAL1,8,133454848,133571940
RP11-629O1.2,8,133573183,133573861
CTD-2588J1.1,8,133771409,133814537
CTD-2309H9.3,8,133775551,133777352
RP11-157E21.1,8,133886496,133902407
RP11-513H8.1,8,134211865,134320447
ZFAT,8,134477788,134713049
ZFAT-AS1,8,134598071,134600689
CTD-2342N23.3,8,134722947,134723949
AC083843.1,8,134792020,134798272
AC083843.2,8,134832747,134834482
NCRNA00250,8,134838069,134842637
RP11-1057B8.2,8,134849935,134881899
LINC01591,8,135234131,135299719
RP11-343P9.1,8,135455865,135456952
KHDRBS3,8,135457457,135656722
RP11-149P24.1,8,136047021,136166122
RP11-431D12.1,8,136489448,136529876
RP11-30J20.1,8,136530798,136984935
RP11-238K6.1,8,137809444,138083570
RP11-238K6.2,8,137852327,137929044
RP11-489O18.1,8,138063268,138073240
FAM135B,8,138130023,138496822
COL22A1,8,138588235,138914006
RP11-324F11.1,8,139096305,139102830
CTD-2534J5.1,8,139114193,139127953
RP11-398H6.1,8,139460062,139463016
KCNK9,8,139600838,139703056
TRAPPC9,8,139730343,140458579
RP11-284H18.1,8,139911238,139916620
CTA-204B4.2,8,140505813,140508043
CHRAC1,8,140511298,140517137
AGO2,8,140520156,140635619
ERICD,8,140636281,140638283
PTK2,8,140657900,141002216
AC105009.1,8,140880336,140883127
RP11-128L5.1,8,141055290,141060596
DENND3,8,141117278,141195808
RP11-809O17.1,8,141126044,141129961
SLC45A4,8,141207166,141308305
RP11-10J21.4,8,141252286,141253292
RP11-10J21.3,8,141254565,141256817
RP11-10J21.5,8,141278228,141292862
RP11-10J21.6,8,141326130,141327137
LINC01300,8,141340549,141344621
GPR20,8,141356500,141367267
CTD-3064M3.4,8,141389939,141392574
PTP4A3,8,141391993,141432454
CTD-3064M3.7,8,141434545,141437954
AC138647.1,8,141514638,141518737
RP11-953B20.1,8,142089827,142091619
LINC00051,8,142198356,142209003
TSNARE1,8,142212080,142403240
RP13-467H17.1,8,142403652,142407028
ADGRB1,8,142449430,142545009
ARC,8,142611044,142614472
AP006547.3,8,142620373,142621064
AC145123.2,8,142638596,142640648
JRK,8,142657460,142681968
PSCA,8,142670308,142682724
LY6K,8,142700111,142705127
CTD-2292P10.4,8,142702252,142726973
THEM6,8,142727203,142736927
CTD-2292P10.2,8,142727283,142727690
SLURP1,8,142740944,142742411
LYPD2,8,142750150,142752534
RP11-706C16.7,8,142763116,142766427
LYNX1,8,142764334,142778224
LY6D,8,142784880,142786592
RP11-706C16.8,8,142785374,142812120
RP11-706C16.5,8,142834138,142834940
GML,8,142834247,142916506
CYP11B1,8,142872356,142879846
CYP11B2,8,142910559,142917843
RP11-273G15.2,8,142981738,143018437
LY6E,8,143017982,143023832
RP11-520P18.5,8,143080457,143083001
LY6H,8,143157914,143160711
GPIHBP1,8,143213193,143217170
ZFP41,8,143246821,143262705
RP13-582O9.6,8,143247110,143276403
GLI4,8,143267433,143276931
MINCR,8,143280161,143281690
ZNF696,8,143289676,143298061
RP13-582O9.7,8,143290399,143290621
TOP1MT,8,143304384,143359979
RHPN1-AS1,8,143366631,143368548
RHPN1,8,143368855,143384220
RP11-909N17.2,8,143412749,143417054
MAFA-AS1,8,143417679,143419150
MAFA,8,143419182,143430406
ZC3H3,8,143437655,143541453
RP11-661A12.5,8,143541973,143549729
RP11-661A12.4,8,143542110,143542400
GSDMD,8,143553207,143563062
MROH6,8,143566187,143572971
RP11-661A12.9,8,143573490,143577397
NAPRT,8,143574785,143578649
RP11-661A12.7,8,143579636,143580670
EEF1D,8,143579697,143599541
TIGD5,8,143597835,143603224
PYCRL,8,143603913,143609773
TSTA3,8,143612618,143618048
RP11-661A12.12,8,143632071,143633756
ZNF623,8,143636013,143656418
ZNF707,8,143684452,143713898
RP11-429J17.2,8,143696154,143698413
CCDC166,8,143706694,143708109
RP11-429J17.4,8,143709007,143713584
MAPK15,8,143716259,143722458
RP11-429J17.5,8,143718246,143718891
FAM83H,8,143723933,143733801
FAM83H-AS1,8,143734140,143746337
RP11-429J17.7,8,143758153,143771822
RP11-429J17.8,8,143788920,143790459
SCRIB,8,143790920,143815379
PUF60,8,143816344,143829859
NRBP2,8,143833594,143840974
EPPK1,8,143857324,143878464
PLEC,8,143915147,143976734
PARP10,8,143977153,144012772
GRINA,8,143990058,143993415
SPATC1,8,144012414,144047085
SMPD5,8,144049129,144051522
OPLAH,8,144051266,144063832
CTD-3065J16.9,8,144078002,144079265
EXOSC4,8,144078626,144080647
GPAA1,8,144082590,144086216
CYC1,8,144095027,144097525
SHARPIN,8,144098633,144108124
MAF1,8,144104499,144107611
WDR97,8,144107726,144118315
HGH1,8,144137769,144140843
MROH1,8,144148016,144261940
BOP1,8,144262102,144291370
SCX,8,144266560,144268481
HSF1,8,144291591,144314722
DGAT1,8,144314584,144326910
GS1-393G12.12,8,144314590,144315138
SCRT1,8,144330565,144336281
TMEM249,8,144352219,144354914
GS1-393G12.13,8,144353228,144355609
SLC52A2,8,144354135,144361272
FBXL6,8,144355431,144359376
ADCK5,8,144373101,144393242
CPSF1,8,144393229,144409349
GS1-393G12.14,8,144409492,144409976
SLC39A4,8,144409742,144416895
VPS28,8,144423601,144428563
TONSL,8,144428775,144444444
TONSL-AS1,8,144437675,144439971
CYHR1,8,144449582,144465677
CTD-2517M22.16,8,144463817,144465101
KIFC2,8,144466043,144474202
FOXH1,8,144473412,144476335
PPP1R16A,8,144477969,144502121
GPT,8,144502973,144507174
MFSD3,8,144509074,144511213
RECQL4,8,144511288,144517845
CTD-2517M22.17,8,144512567,144513672
LRRC14,8,144517992,144525178
LRRC24,8,144522377,144527032
C8orf82,8,144525733,144529132
ARHGAP39,8,144529179,144605816
CTD-2517M22.9,8,144584040,144586488
AF186192.1,8,144698614,144699185
AF186192.6,8,144713899,144714845
ZNF251,8,144720907,144756417
ZNF34,8,144773114,144787345
RPL8,8,144789765,144792587
ZNF517,8,144798876,144811169
ZNF7,8,144827464,144847509
COMMD5,8,144841042,144853736
ZNF250,8,144876497,144902168
ZNF16,8,144930358,144950888
RP5-1047A19.4,8,144992914,144994837
ZNF252P-AS1,8,145002811,145006046
C8orf33,8,145052378,145056030
WASH1,9,14521,29739
XXyac-YRM2039.3,9,27657,30891
FAM138C,9,34394,35871
PGM5P3-AS1,9,72674,88826
RP11-143M1.3,9,100804,102941
LINC01388,9,112713,113754
FOXD4,9,116231,118204
CBWD1,9,121038,179147
C9orf66,9,212824,215741
DOCK8,9,214854,465259
RP11-59O6.3,9,267966,273002
RP11-165F24.3,9,452492,492248
KANK1,9,470291,746106
RP11-130C19.3,9,673478,685555
DMRT1,9,841690,969090
DMRT3,9,976964,991731
LINC01230,9,1045625,1048641
DMRT2,9,1049858,1057552
SMARCA2,9,2015219,2193624
RP11-264I13.2,9,2041900,2046023
VLDLR-AS1,9,2422702,2643359
RP11-91N2.3,9,2541097,2541635
VLDLR,9,2621834,2660053
KCNV2,9,2717502,2730037
PUM3,9,2720469,2844241
LINC01231,9,3181589,3198517
RFX3,9,3218297,3526004
AL365202.1,9,3452305,3453987
RFX3-AS1,9,3526723,3691814
RP11-509J21.2,9,3647335,3648338
RP11-509J21.4,9,3684076,3689626
